Keyword,Volume,Trend,Growth %,SEO Score,Competition,Avg CPC,Branded,Topics,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023,Jan 2024,Feb 2024,Mar 2024,Apr 2024,May 2024,Jun 2024,Jul 2024,Aug 2024,Sep 2024,Oct 2024,Nov 2024,Dec 2024,Jan 2025,Feb 2025,Mar 2025,Apr 2025,May 2025,Jun 2025,Jul 2025,Aug 2025,Sep 2025,Oct 2025,Nov 2025,Dec 2025,Jan 2026,Feb 2026,Mar 2026,Apr 2026,May 2026,Jun 2026,Jul 2026
"geotag photos pro",720,"growing 200%","+200%",47,"0.01","$0.00",No,"Length: Body (3–4 words) · Seasonality: Peaks in July",170,170,140,140,140,170,210,210,210,260,210,260,210,260,260,170,140,210,210,260,260,260,210,260,170,210,260,260,170,390,320,390,390,480,480,480,390,390,480,390,480,720,390,480,720,880,1300,1600
"free exif viewer",140,"stable -10%","-10%",35,"0.02","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",260,260,210,170,170,170,170,260,320,320,210,260,260,260,260,390,260,260,210,210,210,260,210,170,210,210,210,170,170,170,170,210,210,210,260,170,170,170,140,140,110,110,110,90,110,110,110,210
"a photo photo",40,"stable 10%","+10%",26,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,20,20,20,20,30,20,20,30,30,30,20,20,30,20,20,30,20,30,20,30,20,30,30,30,50,30,30,50,30,40,20,30,40,30,40,40,30,30,40,40,40,30,40,30,30,40,40
"details from photo",20,"declining -38%","-38%",21,"0.06","N/A",No,"Contains: from photo · Length: Body (3–4 words) · Seasonality: Evergreen",50,30,50,20,40,50,30,50,40,50,50,70,50,40,70,40,70,50,40,40,40,70,50,50,50,40,30,30,40,40,20,30,20,20,20,20,20,20,40,20,20,20,10,10,20,20,10,20
"add a photo over a photo",20,"declining -50%","-50%",14,"0.38","$0.01",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",20,20,30,20,20,20,20,20,20,30,50,40,30,30,30,40,30,20,20,20,30,30,20,30,40,20,50,40,30,20,20,20,20,20,20,30,20,20,20,40,20,20,30,20,10,10,10,10
"find location metadata photo",30,"declining -44%","-44%",25,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,30,20,30,30,40,30,30,30,40,30,30,20,50,30,10,30,30,50,40,20,30,20,40,30,30,30,30,20,30,20,30,20,20,20,30,30,30,30,40,30,30,30,30,20,20,10,20
"add multiple photos to one photo",70,"declining -70%","-70%",23,"0.24","$0.01",No,"Contains: multiple photos · Contains: add multiple photos · Length: Long tail (5+ words) · Seasonality: Evergreen",70,90,90,70,90,110,110,70,70,70,90,170,210,140,140,140,90,70,90,140,170,140,140,110,140,110,140,110,110,170,110,70,90,70,70,70,70,90,70,110,110,90,70,70,70,20,20,30
"photo freeware",3600,"declining -29%","-29%",53,"0.11","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",5400,5400,6600,6600,5400,6600,6600,6600,5400,6600,5400,5400,4400,5400,5400,5400,5400,5400,5400,5400,4400,5400,4400,4400,4400,4400,4400,5400,4400,5400,4400,5400,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600,4400,3600,3600,2900,2900
"photo upload tool",10,"declining -25%","-25%",14,"0.19","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in March",10,20,20,10,10,10,10,20,10,10,20,10,10,10,10,10,20,10,20,20,10,10,10,10,10,10,10,10,10,50,20,30,10,10,10,10,10,20,10,10,10,10,10,20,10,10,10,10
"your photo on",40,"stable 18%","+18%",24,"0.11","N/A",No,"Contains: your photo · Length: Body (3–4 words) · Seasonality: Evergreen",70,40,50,50,50,70,30,40,40,50,50,40,40,50,40,40,40,50,40,40,20,30,40,30,40,50,40,40,40,40,30,40,20,40,30,30,30,40,40,50,50,50,30,30,40,40,40,50
"upload photos to ai",590,"stable -19%","-19%",26,"0.44","$0.01",No,"Contains: upload photos to · Length: Body (3–4 words) · Seasonality: Evergreen",10,20,40,70,170,110,90,170,260,260,260,320,260,170,260,320,390,390,320,390,390,390,320,320,320,390,390,390,480,480,390,390,480,590,480,480,320,720,880,880,1000,720,480,590,480,480,590,480
"download photos to google photos",4400,"stable 0%","0%",61,"0","$0.00",No,"Contains: google photos · Contains: to google photos · Length: Long tail (5+ words) · Seasonality: Evergreen",2900,2900,2900,2900,2900,2400,2400,2900,2400,2900,2900,2900,2900,3600,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,4400,4400,4400,3600,3600,4400,3600,4400,3600,3600,3600,4400,4400,4400,4400,3600,3600,4400,3600,4400,3600,4400,4400,4400
"organize your photos",20,"declining -57%","-57%",12,"0.47","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",70,40,30,50,40,50,50,30,40,50,40,40,30,40,50,40,30,40,30,30,40,40,30,30,20,40,30,30,30,40,20,30,20,30,40,30,30,10,30,20,20,20,20,10,20,10,10,10
"photos to photo",30,"stable 17%","+17%",24,"0.02","N/A",No,"Contains: to photo · Length: Body (3–4 words) · Seasonality: Evergreen",20,10,20,30,10,30,30,30,10,10,20,10,20,20,10,10,10,20,10,20,10,20,20,30,30,20,20,10,40,50,30,50,40,40,30,20,10,30,20,20,40,30,40,30,20,30,20,20
"find photo details",140,"stable -8%","-8%",35,"0.03","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",170,170,170,170,140,170,210,260,320,390,390,480,390,390,390,390,390,390,390,390,320,390,260,320,260,320,320,260,320,260,260,260,210,210,210,110,140,140,110,110,170,140,140,170,110,140,110,110
"photo ins",4400,"stable -7%","-7%",59,"0.03","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",1900,1600,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,2400,3600,2900,4400,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2900,2900,2900,3600,3600,2900,3600,3600,4400,5400,4400,3600,4400,4400,4400,4400,4400,4400,4400,4400
"give me your photo",480,"stable 7%","+7%",45,"0","N/A",No,"Contains: your photo · Length: Body (3–4 words) · Seasonality: Evergreen",390,480,390,390,320,390,320,390,320,390,320,390,320,390,390,390,320,390,320,390,390,390,480,390,390,320,320,320,390,390,320,390,390,390,480,480,480,480,390,390,390,480,390,480,390,480,480,480
"google map photo location",260,"growing 24%","+24%",27,"0.33","$0.00",No,"Length: Body (3–4 words) · Seasonality: Peaks in July",70,70,70,40,50,110,110,140,140,140,170,210,170,210,210,70,70,70,110,110,140,140,140,140,140,140,110,90,110,110,140,170,140,170,210,260,260,260,260,260,260,170,110,170,210,260,320,390
"add photo on image",1000,"stable 9%","+9%",46,"0.08","$0.00",No,"Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",590,480,590,480,720,720,590,720,590,720,590,720,720,720,590,590,720,720,590,590,590,590,590,720,720,590,720,590,720,720,720,720,720,720,720,720,880,880,1000,1000,1000,1000,880,1000,1000,1000,1000,1000
"use my photo",480,"growing 385%","+385%",45,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in July",20,20,20,10,20,30,10,20,20,30,20,20,10,20,20,10,40,10,20,30,20,30,30,20,30,20,10,10,20,20,10,20,40,20,20,10,10,320,390,170,260,210,210,390,480,590,1000,1900
"per photo",260,"stable -7%","-7%",39,"0.03","N/A",No,"Length: Head (1–2 words) · Seasonality: Evergreen",880,880,720,720,590,590,590,590,480,590,590,480,480,480,480,480,590,480,480,390,480,390,480,390,320,260,260,320,260,320,260,320,260,260,260,260,260,260,320,260,260,260,210,210,210,260,260,260
"image exif data",1900,"stable 0%","0%",54,"0.01","$0.00",No,"Contains: exif data · Length: Body (3–4 words) · Seasonality: Evergreen",1900,1600,1600,1600,1600,1900,1900,1900,1900,1600,1600,1900,1600,2400,1900,1900,1900,1900,2400,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,1900,1900
"photo ka image",90,"declining -21%","-21%",33,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in August",170,90,90,70,70,70,50,50,70,40,70,70,90,90,50,70,50,40,70,50,70,70,50,110,140,70,90,70,50,70,70,70,70,70,70,50,70,110,110,50,90,70,70,90,40,70,70,90
"free photo resize tool",110,"stable -6%","-6%",15,"0.55","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",90,70,110,90,50,90,70,90,70,70,90,90,70,70,90,110,70,90,110,110,110,90,70,70,50,90,90,110,90,90,90,70,70,90,70,90,110,110,110,90,110,90,90,140,90,110,110,90
"my photo in",110,"stable -11%","-11%",34,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",50,30,70,40,40,40,50,30,50,50,50,50,50,50,40,50,30,40,70,50,50,70,30,40,40,50,40,50,40,50,40,170,110,50,50,50,70,260,110,70,90,70,70,70,70,210,110,70
"google maps 360 photos",70,"declining -39%","-39%",31,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",140,110,90,110,110,110,140,170,170,170,170,140,140,170,110,110,110,140,110,170,170,170,170,170,170,140,90,90,90,110,110,110,110,170,140,110,70,90,70,70,90,110,70,90,90,50,40,50
"search location of photo",20,"declining -40%","-40%",22,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,20,20,10,10,20,20,20,20,10,20,10,20,20,20,20,20,20,20,30,20,10,40,20,30,20,30,20,20,30,20,10,20,10,10,10,20,10,20,20,20,20,20,20,10,10,10,10
"google photo tools",170,"declining -24%","-24%",36,"0.04","$0.01",No,"Length: Body (3–4 words) · Seasonality: Peaks in October",170,140,260,210,210,170,210,260,210,320,260,260,320,260,390,320,260,210,210,210,210,260,210,210,210,210,590,260,260,210,170,140,170,140,170,170,170,210,170,170,140,140,140,140,140,140,140,140
"images with exif data",140,"declining -27%","-27%",36,"0","N/A",No,"Contains: exif data · Length: Body (3–4 words) · Seasonality: Evergreen",170,210,210,170,170,140,210,210,210,210,170,170,170,170,210,210,210,170,210,210,210,170,210,170,140,140,170,210,170,170,140,210,170,140,170,170,140,170,140,140,140,140,140,110,90,110,110,110
"location google photos",10,"declining -25%","-25%",17,"0","N/A",No,"Contains: google photos · Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,20,20,20,10,20,10,20,20,30,20,30,20,20,20,20,30,10,10,10,30,30,20,20,10,10,20,20,20,10,10,20,20,10,10,20,10,20,10,10,10,10,20,10,10,10
"add tag to photo",40,"declining -43%","-43%",27,"0.01","N/A",No,"Contains: to photo · Length: Body (3–4 words) · Seasonality: Evergreen",140,70,90,70,90,90,70,90,70,70,90,70,90,70,90,70,90,110,70,70,90,70,50,70,50,70,40,50,40,70,50,50,50,40,50,40,40,50,50,50,50,40,40,40,30,30,30,20
"organize photo",1300,"declining -33%","-33%",28,"0.47","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",1600,1900,1600,1600,1900,2400,1900,1600,1600,1600,1600,1600,1900,1600,1900,1900,1900,2400,1900,1900,1600,1900,1600,1600,1600,1600,1600,1600,1900,2400,1600,1600,1300,1600,1300,1300,1600,1600,1300,1300,1300,1900,1300,1300,1000,1000,1000,1000
"images using ai",260,"declining -66%","-66%",19,"0.52","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",40,40,40,40,90,110,140,170,260,210,260,260,260,210,170,210,210,260,260,210,210,210,210,170,210,210,210,210,140,170,170,170,170,140,170,170,110,390,590,480,320,390,140,140,170,140,90,140
"image all image",10,"stable 0%","0%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,20,50,20,40,20,10,20,20,40,20,20,10,10,10,20,10,10,10,10,10,10,20,10,30,10,10,10,10,20,20,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"add photography",720,"stable 14%","+14%",48,"0","N/A",No,"Length: Head (1–2 words) · Seasonality: Peaks in October",210,210,260,260,320,260,320,320,320,320,320,320,320,320,590,320,260,260,320,260,210,260,320,480,720,880,1600,1300,1000,880,1000,480,390,390,320,390,590,720,720,590,590,590,480,590,720,720,720,880
"free photos google",1300,"stable 15%","+15%",51,"0.01","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",1600,1300,1300,1300,1600,1600,1300,1600,1600,1600,1600,1300,1300,1300,1000,1000,1300,1300,1000,1000,1300,1300,1000,1300,1000,1000,1000,1000,1000,1000,880,1000,1000,1000,1000,1000,1300,1300,1300,1300,1300,1300,1000,1000,1300,1600,1300,1600
"jpeg exif",590,"stable -1%","-1%",46,"0.01","$0.00",No,"Length: Head (1–2 words) · Seasonality: Evergreen",880,880,880,880,720,880,880,880,880,880,720,880,720,880,880,880,720,1300,880,720,880,720,720,720,880,720,720,720,590,590,590,590,590,590,480,480,480,590,720,590,720,720,590,720,480,590,590,590
"photo rename tool",50,"declining -58%","-58%",28,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in August",110,140,90,90,70,70,50,40,30,20,30,30,50,40,20,30,20,40,30,30,40,30,30,50,40,30,30,40,40,50,110,90,90,40,40,170,170,30,40,30,50,50,70,20,30,20,30,50
"photo search location",480,"declining -31%","-31%",44,"0.01","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",210,210,210,170,170,170,210,210,320,260,260,390,320,320,260,210,260,320,320,390,480,480,480,590,590,480,590,480,590,590,590,880,720,720,590,590,720,720,390,390,480,480,390,590,390,390,390,480
"photos pic",22200,"growing 41%","+41%",62,"0.15","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",33100,33100,27100,27100,27100,27100,27100,27100,27100,33100,33100,27100,33100,27100,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,22200,22200,27100,33100,27100,27100,18100,22200,22200,22200,18100,22200,22200,22200,22200,22200,22200,22200,18100,22200,22200,22200,22200,49500
"using google photos",170,"stable 0%","0%",36,"0.03","$0.00",No,"Contains: google photos · Length: Body (3–4 words) · Seasonality: Evergreen",260,320,260,260,320,320,260,320,320,320,260,260,260,210,210,210,210,210,210,260,210,210,210,170,170,170,140,140,170,140,140,170,170,260,210,210,170,210,210,170,170,170,110,170,140,170,210,210
"upload photos on google photos",3600,"growing 31%","+31%",59,"0.01","$0.01",No,"Contains: google photos · Length: Long tail (5+ words) · Seasonality: Evergreen",5400,5400,5400,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,5400,5400,4400,4400,5400,4400,4400,4400,4400,4400,4400,4400,3600,3600,3600,4400,4400,4400,4400,3600,3600,3600,3600,3600,3600,2900,2900,2900,3600,2900,3600,3600,4400,4400,4400
"multiple photo resizer free",10,"declining -50%","-50%",16,"0.07","N/A",No,"Contains: photo resizer free · Length: Body (3–4 words) · Seasonality: Evergreen",70,50,40,110,50,70,50,90,90,140,110,110,70,70,50,90,40,50,70,90,40,50,30,10,20,20,20,10,10,20,10,10,20,10,10,10,10,30,20,10,10,20,10,10,10,10,10,10
"photos in ai",720,"declining -53%","-53%",29,"0.4","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,50,30,90,720,320,260,260,320,480,590,590,590,590,590,480,590,720,720,720,590,480,590,590,480,480,480,480,480,480,480,880,720,720,480,480,390,1000,1300,1000,880,1000,480,480,320,480,390,390
"image ka photo",170,"stable -5%","-5%",37,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",170,110,110,140,140,110,140,110,70,90,110,110,90,70,70,70,90,110,90,90,110,90,70,90,140,170,110,170,140,140,140,170,140,140,170,170,170,170,210,170,140,170,170,210,140,170,140,210
"ai tool photo",480,"declining -20%","-20%",35,"0.22","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",10,10,10,30,90,140,210,320,390,590,720,720,720,720,720,590,590,720,590,720,720,590,480,480,390,590,590,480,480,590,590,590,390,590,480,480,480,720,590,390,320,390,390,480,480,480,480,480
"image paste",22200,"stable 7%","+7%",72,"0","$0.01",No,"Length: Head (1–2 words) · Seasonality: Evergreen",14800,14800,18100,14800,14800,14800,14800,14800,14800,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,18100,22200,22200,22200,18100,22200,22200,22200,18100,22200,22200,22200,22200,27100,22200,22200,18100,22200,22200,18100,18100,22200,18100,22200,22200,22200,22200,22200
"upload multiple photos",50,"stable -12%","-12%",23,"0.19","$0.01",No,"Contains: multiple photos · Length: Body (3–4 words) · Seasonality: Evergreen",50,70,50,90,70,70,50,50,70,70,50,50,50,70,70,50,50,70,50,50,70,70,40,50,70,40,70,40,90,50,50,90,90,70,90,70,50,70,50,40,40,30,40,40,50,50,50,50
"free image resize tool",260,"stable 0%","0%",26,"0.36","$0.00",No,"Contains: image resize tool · Length: Body (3–4 words) · Seasonality: Evergreen",140,140,170,170,140,140,170,210,210,260,210,260,210,210,210,260,260,320,260,260,260,210,170,140,170,140,170,210,170,320,210,260,210,260,320,320,260,320,320,260,260,260,260,260,260,260,320,320
"bulk photo downloader",140,"declining -24%","-24%",36,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",140,140,170,210,140,170,110,170,170,170,170,170,210,170,170,170,210,320,260,260,260,260,210,260,210,210,210,210,210,210,170,140,170,170,140,170,170,170,170,140,140,170,140,140,140,140,140,110
"foto tools",390,"declining -41%","-41%",41,"0.06","$0.01",No,"Length: Head (1–2 words) · Seasonality: Peaks in October",320,390,1300,880,320,390,320,480,320,390,390,320,390,480,1900,880,390,480,480,480,390,390,320,320,320,480,1300,720,390,320,390,390,390,320,320,390,390,480,480,390,320,390,320,390,320,320,260,210
"photo resizer tool",3600,"stable 11%","+11%",55,"0.08","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",2400,2400,2900,2400,2400,2900,2900,2900,2900,2900,2900,2900,2900,3600,3600,3600,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2900,2900,2900,3600,3600,3600,2900,2900,3600,3600,3600,3600,2900,3600,3600,3600,3600,3600,2900,2900,2900,5400
"find a location from an image",40,"declining -25%","-25%",26,"0.02","N/A",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",10,20,30,20,20,20,30,30,20,30,40,70,40,30,40,30,30,50,40,50,50,50,40,30,50,40,40,40,20,30,40,40,40,40,30,40,50,40,30,20,20,40,30,30,40,40,20,30
"multiple photos in single photo",10,"growing 25%","+25%",10,"0.45","N/A",No,"Contains: multiple photos · Contains: multiple photos in · Length: Long tail (5+ words) · Seasonality: Evergreen",10,10,10,0,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,10,20,10,10,10,20,10,10,20,20,10
"image exif viewer",390,"stable -12%","-12%",42,"0.02","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",320,260,320,260,260,320,390,390,320,390,260,320,320,320,390,390,480,480,480,480,320,320,320,260,320,320,320,390,320,390,320,390,390,390,390,390,390,390,390,320,390,390,320,390,390,390,320,320
"group photo to single photo",30,"declining -75%","-75%",24,"0.04","N/A",No,"Contains: photo to · Length: Long tail (5+ words) · Seasonality: Evergreen",20,10,20,30,30,40,20,40,30,40,50,50,70,50,50,70,70,70,90,90,90,90,110,140,110,140,140,90,110,50,30,90,70,90,30,40,30,70,20,30,70,50,40,20,10,10,10,10
"search location using photo",10,"declining -40%","-40%",17,"0.03","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,10,10,20,10,10,10,20,20,20,20,10,20,20,10,20,10,10,30,20,20,30,20,30,30,10,20,20,10,30,20,20,20,20,20,20,20,10,20,10,30,10,20,10,10,10,10,10
"image add image",9900,"growing 38%","+38%",65,"0.02","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",5400,5400,5400,6600,5400,5400,5400,6600,5400,5400,5400,5400,6600,5400,6600,5400,5400,6600,6600,6600,5400,6600,5400,5400,5400,5400,6600,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,8100,8100,9900,9900,9900,8100,9900,8100,9900,9900,9900
"find photo metadata",1600,"declining -32%","-32%",52,"0.02","$0.00",No,"Length: Body (3–4 words) · Seasonality: Evergreen",2400,1900,1900,1900,1900,2400,1900,2400,2400,2400,1900,2400,1900,2400,2400,1900,1900,2400,1900,2400,2400,2400,1900,1900,2400,1900,2400,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,1900,1600,1600,1600,1600,1600,1600,1300,1300,1300
"photo and image",74000,"stable -13%","-13%",74,"0.09","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",246000,201000,165000,135000,110000,165000,165000,201000,110000,110000,74000,74000,74000,74000,74000,74000,90500,90500,90500,90500,110000,135000,110000,90500,90500,90500,110000,90500,90500,90500,74000,90500,90500,90500,74000,90500,74000,90500,90500,90500,74000,90500,74000,74000,74000,74000,74000,74000
"search location from photo",480,"declining -31%","-31%",44,"0.01","$0.00",No,"Contains: from photo · Contains: location from photo · Length: Body (3–4 words) · Seasonality: Evergreen",210,210,210,170,170,170,210,210,320,260,260,390,320,320,260,210,260,320,320,390,480,480,480,590,590,480,590,480,590,590,590,880,720,720,590,590,720,720,390,390,480,480,390,590,390,390,390,480
"photo on image",20,"declining -58%","-58%",22,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,10,20,10,20,30,20,20,30,30,10,10,30,10,40,20,30,20,20,30,20,20,10,20,20,20,20,20,20,30,10,30,20,10,50,70,50,30,40,20,30,20,10,20,20,20,20,10
"photo with image",20,"stable 14%","+14%",14,"0.35","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,40,30,20,30,20,30,20,20,20,30,30,20,30,10,30,20,30,20,20,30,30,20,30,40,20,30,20,20,30,30,40,20,20,20,20,30,20,20,20,30,10,20,20,20,30,30,20
"multiple images",2400,"declining -33%","-33%",56,"0.01","$0.01",No,"Length: Head (1–2 words) · Seasonality: Peaks in January",1900,1900,2400,3600,3600,4400,3600,2900,1900,1900,1900,1600,1900,1900,2400,3600,3600,5400,3600,2900,1900,2400,1900,1900,1900,2400,2900,3600,2900,3600,3600,2900,1900,1900,1900,1900,1900,2400,2900,2400,2400,2900,2400,1900,1600,1600,1600,1600
"photo photo photo download",10,"stable 0%","0%",17,"0","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,30,50,20,20,30,20,20,10,10,20,10,30,20,10,10,10,10,10,10,20,20,20,30,20,10,10,10,10,30,20,20,10,10,10,10,10,20,10,10,20,20,20,10,10,10,10,20
"to save photos",390,"growing 99%","+99%",42,"0.02","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",170,110,110,110,260,140,140,170,170,170,170,210,170,170,170,170,210,260,210,210,170,260,210,210,260,260,260,260,260,260,260,320,260,320,320,320,320,320,260,320,390,390,390,480,480,480,590,720
"search location with photo",20,"stable -14%","-14%",21,"0.03","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,20,30,20,20,20,30,30,30,20,30,20,20,30,30,20,30,40,30,40,40,70,40,40,50,40,40,40,30,30,40,40,30,40,30,30,20,30,20,20,20,30,10,30,20,20,20,20
"batch add watermark to photos",20,"stable -14%","-14%",10,"0.54","$0.01",No,"Contains: add watermark to · Contains: watermark to photos · Length: Long tail (5+ words) · Seasonality: Evergreen",20,30,20,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,30,20,20,20,30,30,20,30,20,20,20,20,20,20
"search a location by photo",20,"declining -33%","-33%",22,"0","N/A",No,"Length: Long tail (5+ words) · Seasonality: Evergreen",30,20,20,20,20,30,30,40,30,30,40,30,30,40,30,30,40,40,40,30,50,50,50,40,50,40,40,20,30,40,20,30,40,50,40,40,30,20,10,10,20,10,20,30,20,10,20,10
"use photo to find location",20,"declining -44%","-44%",22,"0","N/A",No,"Contains: photo to · Length: Long tail (5+ words) · Seasonality: Evergreen",30,20,20,10,10,30,20,30,30,20,20,50,20,30,30,30,30,30,50,30,50,50,50,50,40,40,40,40,40,40,30,50,30,40,40,40,30,40,20,30,20,30,20,30,20,20,20,10
"image on photo",20,"growing 20%","+20%",22,"0.02","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",20,20,20,20,30,20,20,20,20,30,10,20,20,20,20,20,20,30,30,10,20,20,20,10,20,10,20,20,20,30,20,20,10,20,20,20,20,10,20,20,20,20,30,10,20,20,10,30
"google photos add photos",90,"stable 10%","+10%",33,"0","N/A",No,"Contains: google photos · Length: Body (3–4 words) · Seasonality: Evergreen",70,40,70,50,70,50,50,50,70,70,70,70,70,70,70,70,90,70,90,90,110,110,70,70,70,90,90,90,110,90,90,90,90,110,70,70,90,90,110,70,110,90,70,70,70,90,140,90
"image from photo",74000,"stable -13%","-13%",74,"0.09","$0.01",No,"Contains: from photo · Length: Body (3–4 words) · Seasonality: Evergreen",246000,201000,165000,135000,110000,165000,165000,201000,110000,110000,74000,74000,74000,74000,74000,74000,90500,90500,90500,90500,110000,135000,110000,90500,90500,90500,110000,90500,90500,90500,74000,90500,90500,90500,74000,90500,74000,90500,90500,90500,74000,90500,74000,74000,74000,74000,74000,74000
"add photo image",1000,"stable 9%","+9%",46,"0.08","$0.00",No,"Contains: add photo · Length: Body (3–4 words) · Seasonality: Evergreen",590,480,590,480,720,720,590,720,590,720,590,720,720,720,590,590,720,720,590,590,590,590,590,720,720,590,720,590,720,720,720,720,720,720,720,720,880,880,1000,1000,1000,1000,880,1000,1000,1000,1000,1000
"photo from ai",480,"stable -2%","-2%",36,"0.2","$0.00",No,"Length: Body (3–4 words) · Seasonality: Peaks in January",30,30,20,20,70,90,90,140,170,140,170,110,140,70,140,90,140,140,170,140,170,110,110,110,70,110,90,90,90,110,90,110,90,70,110,90,110,480,720,590,390,1600,320,320,260,480,480,320
"you photos",2400,"stable 16%","+16%",56,"0.01","$0.02",No,"Length: Head (1–2 words) · Seasonality: Evergreen",2400,2400,2900,2900,2900,2900,2400,2900,2900,2900,2400,2900,2400,2400,2400,1900,2400,2400,1900,2400,2400,2400,1900,1900,1900,1900,1900,1900,1900,1900,1600,1900,1900,1900,1900,1900,1900,1900,2400,1900,2900,2400,2400,2400,2900,2400,2400,2400
"image with photo",20,"stable -17%","-17%",17,"0.22","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in August",50,30,50,40,30,10,10,10,30,10,20,20,50,20,20,30,30,30,30,20,30,20,30,30,30,30,40,40,40,30,20,20,30,20,20,20,20,20,20,10,10,20,10,20,10,10,20,20
"photo of ai",1300,"stable 17%","+17%",51,"0.02","$0.01",No,"Length: Body (3–4 words) · Seasonality: Evergreen",90,90,70,110,210,210,260,210,390,480,720,720,590,590,590,720,720,880,880,720,720,1000,1300,1000,880,880,1000,1000,880,1000,1000,1000,1000,1300,1600,1300,1000,1300,1300,1300,1300,1600,1600,1000,1300,1600,1600,1000
"add more photos",50,"growing 130%","+130%",28,"0.01","N/A",No,"Length: Body (3–4 words) · Seasonality: Evergreen",30,30,20,30,20,30,30,30,30,30,20,30,50,20,40,30,20,20,50,10,30,40,40,20,30,30,30,40,30,20,10,30,20,30,30,20,30,40,30,30,20,40,40,40,50,70,70,90
"free us photo tool",10,"declining -50%","-50%",14,"0.2","N/A",No,"Length: Body (3–4 words) · Seasonality: Peaks in October",10,10,50,50,10,10,20,20,10,10,10,10,10,10,40,20,10,30,10,10,10,10,10,10,10,10,40,20,10,10,10,10,10,10,10,10,10,30,20,10,10,10,10,10,10,10,10,10
